0.004806,0.00747,0.477541,0,0.000000,10002,0
0.998128,0.603175,0,0,0.000000,10002,0
0.141484,0.213819,0.402388,0,0.000000,10002,0
0,0,0.461687,0,0.000000,10002,0
1,1,0.344586,0.557245,0.000000,10002,0
0.009923,0.00747,0.481716,0,0.000000,10002,0
0.003557,0.006536,0.475031,1,0.000000,10002,0
0.409099,0.260504,1,0.955733,0.000000,10002,0
0.007235,0.031802,0.042285,0,0.000000,10032,0
0.004242,0,0,0,0.000000,10032,0
0,0.014134,0.014699,0,0.000000,10032,0
0.004012,0.067138,0.066747,0,0.000000,10032,2
0.015094,0.279152,0.287226,0,0.000000,10032,0
0.076754,0.134276,0.164204,0,0.000000,10032,0
0.145023,0.600707,0.692251,1,0.000000,10032,1
1,1,1,0,0.000000,10032,0
0.381934,0.663265,0.838478,0,0.000000,10035,0
0.131566,0.010204,0.175539,0,0.000000,10035,0
0.680412,1,0.209717,0.974209,0.000000,10035,0
0,0,0.23705,0,0.000000,10035,0
0.297005,0.397959,0.400217,1,0.000000,10035,0
0.065783,0.010204,0.230279,0,0.000000,10035,0
0.785469,0.306122,0,0,0.000000,10035,0
1,1,1,0,0.000000,10035,0
0.003078,0,0.664378,0,0.000000,10036,0
0.207421,0.15261,0.553344,0,0.000000,10036,0
0,0.044177,0.775178,0,0.000000,10036,1
0.460841,0.461847,0.443443,0,0.000000,10036,1
0.218536,0.156627,0.598105,0,0.000000,10036,0
0.069767,0.116466,1,0,0.000000,10036,1
0.516929,0.546185,0.576499,0,0.000000,10036,0
1,1,0,0,0.000000,10036,0
0.138407,0.116364,0.139906,1,0.000000,10050,0
1,1,1,0,0.000000,10050,0
0.20347,0.112727,0.041411,0.216524,0.000000,10050,0
0,0.007273,0.044127,0,0.000000,10050,0
0.025237,0,0,0,0.000000,10050,0
0.025631,0.014545,0.029043,0,0.000000,10050,0
0.350946,0.28,0.28831,0,0.000000,10050,0
0.638407,0.425455,0.412193,0,0.000000,10050,0
0.084561,0.174455,0.002287,0,0.000000,10056,0
0.013133,0.143302,0.330058,0.778357,0.000000,10056,2
0.005135,0.009346,0.044096,0,0.000000,10056,0
0.007693,0.065421,0.113168,0.330412,0.000000,10056,1
0.011761,0.161994,0.323971,0.813411,0.000000,10056,2
0,0,0.05131,0,0.000000,10056,0
